Correctly Predicted Values:
4 = 3
8 = 9
4 = 6
1 = 6
4 = 0
8 = 9
8 = 1
8 = 0
4 = 6
8 = 0
8 = 5
1 = 9
8 = 5
8 = 6
8 = 1
8 = 1
0 = 8
0 = 5
8 = 1
8 = 0
8 = 3
4 = 0
4 = 5
4 = 6
8 = 2
8 = 0
4 = 5
8 = 2
4 = 3
7 = 0
8 = 0
8 = 5
8 = 5
8 = 5
8 = 0
8 = 1
8 = 5
8 = 6
4 = 6
8 = 6
0 = 8
8 = 1
8 = 2
8 = 2
8 = 2
8 = 2
4 = 5
8 = 0
8 = 1
8 = 3
0 = 8
8 = 5
4 = 1
8 = 0
4 = 6
4 = 0
4 = 6
8 = 6
4 = 2
7 = 20
8 = 6
8 = 0
8 = 4
1 = 5
1 = 6
8 = 0
8 = 1
8 = 5
8 = 3
8 = 5
8 = 2
8 = 2
8 = 4
8 = 0
4 = 1
4 = 3
8 = 5
4 = 3
8 = 0
8 = 0
7 = 20
4 = 0
0 = 3
8 = 0
7 = 10
0 = 3
8 = 2
8 = 0
8 = 5
8 = 5
8 = 6
8 = 4
8 = 0
4 = 6
8 = 5
8 = 5
8 = 5
8 = 6
7 = 614
1 = 2
4 = 5
4 = 1
8 = 5
8 = 1
7 = 615
8 = 1
8 = 0
4 = 0
4 = 2
4 = 0
8 = 0
8 = 4
4 = 2
4 = 3
7 = 10
8 = 0
0 = 8
8 = 5
0 = 5
4 = 6
8 = 1
1 = 2
8 = 1
1 = 5
4 = 1
8 = 5
4 = 8
7 = 10
4 = 9
8 = 5
8 = 5
8 = 3
4 = 5
8 = 9
4 = 5
8 = 2
8 = 3
8 = 3
8 = 2
8 = 1
0 = 5
8 = 3
7 = 616
8 = 5
8 = 3
8 = 3
4 = 8
7 = 617
8 = 5
8 = 0
8 = 0
8 = 1
4 = 3
4 = 5
8 = 5
4 = 1
8 = 6
1 = 5
1 = 8
4 = 1
8 = 0
4 = 0
8 = 5
8 = 5
8 = 9
0 = 8
8 = 6
8 = 6
8 = 6
5 = 9
8 = 1
8 = 1
0 = 1
8 = 0
4 = 1
8 = 6
7 = 10
4 = 2
8 = 0
0 = 5
8 = 6
0 = 1
8 = 3
4 = 1
0 = 6
0 = 1
8 = 0
7 = 10
8 = 5
7 = 10
8 = 2
8 = 3
4 = 1
8 = 5
8 = 6
4 = 5
8 = 6
4 = 3
8 = 4
8 = 9
0 = 2
8 = 6
0 = 5
0 = 8
4 = 8
8 = 6
8 = 5
8 = 9
8 = 5
4 = 8
4 = 9
8 = 0
8 = 5
8 = 0
4 = 5
8 = 5
8 = 5
4 = 6
8 = 0
8 = 6
8 = 0
8 = 4
Incorrectly Predicted Values:

8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
0 = 0
8 = 8
4 = 4
4 = 4
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
0 = 0
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
4 = 4
8 = 8
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
0 = 0
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
1 = 1
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
1 = 1
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
1 = 1
8 = 8
8 = 8
4 = 4
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
0 = 0
8 = 8
4 = 4
8 = 8
8 = 8
1 = 1
4 = 4
8 = 8
8 = 8
1 = 1
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
0 = 0
8 = 8
8 = 8
0 = 0
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
4 = 4
8 = 8
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
1 = 1
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
0 = 0
8 = 8
4 = 4
8 = 8
4 = 4
1 = 1
8 = 8
4 = 4
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
1 = 1
8 = 8
8 = 8
8 = 8
1 = 1
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
0 = 0
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
1 = 1
8 = 8
8 = 8
8 = 8
1 = 1
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
4 = 4
1 = 1
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
0 = 0
8 = 8
0 = 0
8 = 8
8 = 8
1 = 1
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
0 = 0
8 = 8
0 = 0
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
0 = 0
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
4 = 4
1 = 1
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
1 = 1
8 = 8
8 = 8
1 = 1
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
0 = 0
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
0 = 0
8 = 8
8 = 8
1 = 1
1 = 1
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
0 = 0
8 = 8
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
1 = 1
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
1 = 1
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
0 = 0
8 = 8
8 = 8
4 = 4
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
1 = 1
8 = 8
8 = 8
8 = 8
1 = 1
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
0 = 0
8 = 8
4 = 4
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
4 = 4
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
1 = 1
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
4 = 4
8 = 8
1 = 1
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
0 = 0
8 = 8
4 = 4
4 = 4
4 = 4
8 = 8
8 = 8
8 = 8
4 = 4
4 = 4
8 = 8
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
0 = 0
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
0 = 0
8 = 8
8 = 8
1 = 1
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
0 = 0
8 = 8
1 = 1
8 = 8
4 = 4
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
4 = 4
0 = 0
0 = 0
0 = 0
8 = 8
8 = 8
0 = 0
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
1 = 1
8 = 8
8 = 8
8 = 8
0 = 0
8 = 8
8 = 8
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
4 = 4
8 = 8
1 = 1
8 = 8
4 = 4
4 = 4
8 = 8
8 = 8
8 = 8
0 = 0
8 = 8
8 = 8
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
0 = 0
8 = 8
8 = 8
0 = 0
4 = 4
8 = 8
8 = 8
8 = 8
4 = 4
4 = 4
8 = 8
0 = 0
0 = 0
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
4 = 4
4 = 4
8 = 8
8 = 8
0 = 0
0 = 0
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
1 = 1
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
0 = 0
4 = 4
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
0 = 0
0 = 0
8 = 8
8 = 8
4 = 4
4 = 4
8 = 8
4 = 4
8 = 8
4 = 4
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
0 = 0
4 = 4
8 = 8
0 = 0
1 = 1
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
0 = 0
8 = 8
8 = 8
8 = 8
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
4 = 4
4 = 4
1 = 1
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
1 = 1
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
0 = 0
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
1 = 1
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
0 = 0
8 = 8
1 = 1
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
1 = 1
4 = 4
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
0 = 0
4 = 4
4 = 4
0 = 0
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
4 = 4
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
1 = 1
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
0 = 0
1 = 1
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
1 = 1
4 = 4
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
1 = 1
8 = 8
8 = 8
8 = 8
4 = 4
4 = 4
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
1 = 1
8 = 8
8 = 8
8 = 8
0 = 0
8 = 8
1 = 1
4 = 4
8 = 8
8 = 8
8 = 8
4 = 4
4 = 4
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
1 = 1
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
1 = 1
8 = 8
8 = 8
8 = 8
8 = 8
1 = 1
1 = 1
4 = 4
4 = 4
4 = 4
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
4 = 4
8 = 8
0 = 0
1 = 1
1 = 1
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
0 = 0
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
1 = 1
8 = 8
0 = 0
8 = 8
8 = 8
8 = 8
1 = 1
8 = 8
8 = 8
0 = 0
8 = 8
8 = 8
8 = 8
1 = 1
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
1 = 1
1 = 1
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
4 = 4
4 = 4
0 = 0
1 = 1
8 = 8
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
1 = 1
8 = 8
8 = 8
8 = 8
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
0 = 0
8 = 8
1 = 1
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
0 = 0
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
1 = 1
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
0 = 0
1 = 1
1 = 1
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
4 = 4
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
0 = 0
1 = 1
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
0 = 0
8 = 8
8 = 8
0 = 0
8 = 8
4 = 4
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
0 = 0
0 = 0
8 = 8
8 = 8
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
1 = 1
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
0 = 0
1 = 1
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
1 = 1
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
4 = 4
4 = 4
0 = 0
8 = 8
8 = 8
4 = 4
0 = 0
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
1 = 1
8 = 8
8 = 8
1 = 1
8 = 8
8 = 8
8 = 8
1 = 1
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
4 = 4
4 = 4
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
1 = 1
8 = 8
8 = 8
1 = 1
8 = 8
8 = 8
4 = 4
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
1 = 1
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
0 = 0
8 = 8
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
0 = 0
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
1 = 1
1 = 1
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
1 = 1
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
0 = 0
8 = 8
4 = 4
4 = 4
8 = 8
8 = 8
4 = 4
4 = 4
8 = 8
4 = 4
8 = 8
1 = 1
4 = 4
8 = 8
4 = 4
1 = 1
1 = 1
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
1 = 1
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
5 = 5
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
0 = 0
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
0 = 0
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
4 = 4
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
5 = 5
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
0 = 0
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
0 = 0
8 = 8
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
1 = 1
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
0 = 0
8 = 8
8 = 8
8 = 8
4 = 4
4 = 4
8 = 8
8 = 8
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
0 = 0
8 = 8
8 = 8
0 = 0
8 = 8
1 = 1
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
4 = 4
8 = 8
8 = 8
1 = 1
4 = 4
4 = 4
0 = 0
8 = 8
1 = 1
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
1 = 1
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
0 = 0
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
0 = 0
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
0 = 0
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
1 = 1
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
4 = 4
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
4 = 4
8 = 8
8 = 8
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
0 = 0
8 = 8
1 = 1
8 = 8
8 = 8
0 = 0
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
0 = 0
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
5 = 5
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
5 = 5
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
0 = 0
4 = 4
4 = 4
8 = 8
1 = 1
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
0 = 0
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
0 = 0
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
0 = 0
8 = 8
1 = 1
8 = 8
8 = 8
8 = 8
8 = 8
8 = 8
1 = 1
4 = 4
8 = 8
8 = 8
8 = 8
8 = 8
1 = 1
8 = 8
8 = 8
8 = 8
1 = 1
8 = 8
8 = 8
8 = 8
8 = 8
4 = 4
8 = 8
8 = 8
8 = 8
